"","date","location","maxtemp","sunshine","precipitation","cloudcover"
"28855",1980-01-01,"De Bilt",2.3,2.3,58,5
"28856",1980-01-02,"De Bilt",2.9,2.7,6,4
"28857",1980-01-03,"De Bilt",0.5,0,13,6
"28858",1980-01-04,"De Bilt",3.8,0,91,8
"28859",1980-01-05,"De Bilt",4.9,0,42,8
"28860",1980-01-06,"De Bilt",6.3,-0.1,62,8
"28861",1980-01-07,"De Bilt",4.7,0,3,8
"28862",1980-01-08,"De Bilt",3.1,0,8,8
"28863",1980-01-09,"De Bilt",1,0,-1,8
"28864",1980-01-10,"De Bilt",0.5,0,0,8
"28865",1980-01-11,"De Bilt",-1.4,0,-1,7
"28866",1980-01-12,"De Bilt",-2.7,6.7,0,0
"28867",1980-01-13,"De Bilt",-1.8,6.9,0,0
"28868",1980-01-14,"De Bilt",-2.7,0,0,5
"28869",1980-01-15,"De Bilt",-1.8,-0.1,0,7
"28870",1980-01-16,"De Bilt",-0.1,2.8,0,7
"28871",1980-01-17,"De Bilt",-0.7,5.8,0,2
"28872",1980-01-18,"De Bilt",-2,4.8,0,2
"28873",1980-01-19,"De Bilt",3.1,6.3,0,1
"28874",1980-01-20,"De Bilt",1.6,0,3,6
"28875",1980-01-21,"De Bilt",4.7,0,56,7
"28876",1980-01-22,"De Bilt",5.3,0,9,7
"28877",1980-01-23,"De Bilt",5,0.6,10,5
"28878",1980-01-24,"De Bilt",3.4,0.4,3,6
"28879",1980-01-25,"De Bilt",5,1,20,7
"28880",1980-01-26,"De Bilt",4.2,2.3,7,4
"28881",1980-01-27,"De Bilt",4.7,4.5,5,6
"28882",1980-01-28,"De Bilt",0.1,0,34,7
"28883",1980-01-29,"De Bilt",3.2,0,1,8
"28884",1980-01-30,"De Bilt",9.1,0.2,6,8
"28885",1980-01-31,"De Bilt",10.7,2.7,239,7
"28886",1980-02-01,"De Bilt",4,6.5,5,5
"28887",1980-02-02,"De Bilt",6.5,0,109,7
"28888",1980-02-03,"De Bilt",6.1,0,94,8
"28889",1980-02-04,"De Bilt",4.3,0.7,53,8
"28890",1980-02-05,"De Bilt",8.6,0,157,8
"28891",1980-02-06,"De Bilt",7.8,0,47,8
"28892",1980-02-07,"De Bilt",8.9,-0.1,12,8
"28893",1980-02-08,"De Bilt",10.6,-0.1,5,7
"28894",1980-02-09,"De Bilt",12.3,3.9,-1,6
"28895",1980-02-10,"De Bilt",9.2,1,4,5
"28896",1980-02-11,"De Bilt",8.8,0.2,4,5
"28897",1980-02-12,"De Bilt",7.2,0,2,7
"28898",1980-02-13,"De Bilt",8,0,0,5
"28899",1980-02-14,"De Bilt",5.2,0.9,2,6
"28900",1980-02-15,"De Bilt",7.1,0,33,8
"28901",1980-02-16,"De Bilt",7.5,0.4,-1,8
"28902",1980-02-17,"De Bilt",9.8,2.2,0,6
"28903",1980-02-18,"De Bilt",8.9,4,0,3
"28904",1980-02-19,"De Bilt",6.6,8.6,0,1
"28905",1980-02-20,"De Bilt",8.9,8.4,0,0
"28906",1980-02-21,"De Bilt",10.3,8.9,0,1
"28907",1980-02-22,"De Bilt",11.3,8.7,0,1
"28908",1980-02-23,"De Bilt",5.7,0,18,7
"28909",1980-02-24,"De Bilt",11.8,4.2,0,4
"28910",1980-02-25,"De Bilt",8.9,-0.1,-1,7
"28911",1980-02-26,"De Bilt",5.3,0,-1,8
"28912",1980-02-27,"De Bilt",4.5,0,0,8
"28913",1980-02-28,"De Bilt",5.3,0,0,8
"28914",1980-02-29,"De Bilt",8.2,0,0,8
"28915",1980-03-01,"De Bilt",10.7,5.6,-1,5
"28916",1980-03-02,"De Bilt",8,0.4,1,6
"28917",1980-03-03,"De Bilt",7.1,4.2,7,5
"28918",1980-03-04,"De Bilt",6.7,0,4,8
"28919",1980-03-05,"De Bilt",8.3,5.2,0,4
"28920",1980-03-06,"De Bilt",7.1,0.1,73,8
"28921",1980-03-07,"De Bilt",8.5,-0.1,91,8
"28922",1980-03-08,"De Bilt",8.9,0.3,26,6
"28923",1980-03-09,"De Bilt",6.2,0,-1,6
"28924",1980-03-10,"De Bilt",8.6,0.7,28,8
"28925",1980-03-11,"De Bilt",7.6,0,4,7
"28926",1980-03-12,"De Bilt",7.4,0,160,7
"28927",1980-03-13,"De Bilt",8.6,0.4,122,8
"28928",1980-03-14,"De Bilt",6.5,0.3,5,8
"28929",1980-03-15,"De Bilt",3.5,0,0,8
"28930",1980-03-16,"De Bilt",5,0,0,8
"28931",1980-03-17,"De Bilt",7.6,0.2,-1,8
"28932",1980-03-18,"De Bilt",7.1,1.8,0,7
"28933",1980-03-19,"De Bilt",2.7,0,-1,6
"28934",1980-03-20,"De Bilt",3.7,9.8,0,0
"28935",1980-03-21,"De Bilt",1.5,2.8,1,5
"28936",1980-03-22,"De Bilt",4.8,0.6,5,6
"28937",1980-03-23,"De Bilt",7.7,3,0,4
"28938",1980-03-24,"De Bilt",11.7,9.3,0,0
"28939",1980-03-25,"De Bilt",14.6,3.6,13,6
"28940",1980-03-26,"De Bilt",11,2.5,-1,6
"28941",1980-03-27,"De Bilt",14.4,-0.1,77,8
"28942",1980-03-28,"De Bilt",15,0.9,21,6
"28943",1980-03-29,"De Bilt",8.9,0,70,7
"28944",1980-03-30,"De Bilt",10.6,5.3,0,6
"28945",1980-03-31,"De Bilt",11.8,3.7,28,7
"28946",1980-04-01,"De Bilt",12.8,0,263,8
"28947",1980-04-02,"De Bilt",9.5,4.9,50,5
"28948",1980-04-03,"De Bilt",8.4,2.4,11,6
"28949",1980-04-04,"De Bilt",8.4,6.3,-1,5
"28950",1980-04-05,"De Bilt",11.1,11.6,-1,3
"28951",1980-04-06,"De Bilt",11.3,5.9,0,5
"28952",1980-04-07,"De Bilt",9.6,0.6,1,6
"28953",1980-04-08,"De Bilt",7.6,0.9,18,6
"28954",1980-04-09,"De Bilt",8,3.7,4,6
"28955",1980-04-10,"De Bilt",10.2,2,1,6
"28956",1980-04-11,"De Bilt",12.1,3,0,5
"28957",1980-04-12,"De Bilt",15.5,12.1,0,0
"28958",1980-04-13,"De Bilt",19.8,12.1,0,0
"28959",1980-04-14,"De Bilt",21.9,12.4,0,1
"28960",1980-04-15,"De Bilt",22.3,12.8,0,0
"28961",1980-04-16,"De Bilt",21.7,12.4,0,1
"28962",1980-04-17,"De Bilt",18,11.7,0,3
"28963",1980-04-18,"De Bilt",9.6,0,15,7
"28964",1980-04-19,"De Bilt",9.6,3.5,24,7
"28965",1980-04-20,"De Bilt",9.1,5.4,59,6
"28966",1980-04-21,"De Bilt",9.6,4.7,12,6
"28967",1980-04-22,"De Bilt",8.7,0,0,6
"28968",1980-04-23,"De Bilt",10.9,7.3,-1,5
"28969",1980-04-24,"De Bilt",11.8,5.9,1,6
"28970",1980-04-25,"De Bilt",8,0,15,8
"28971",1980-04-26,"De Bilt",11.1,2.1,37,6
"28972",1980-04-27,"De Bilt",14.8,8,8,4
"28973",1980-04-28,"De Bilt",8.8,0,-1,7
"28974",1980-04-29,"De Bilt",10.1,0.4,17,8
"28975",1980-04-30,"De Bilt",17.5,8.6,0,3
"28976",1980-05-01,"De Bilt",18.9,9.5,0,1
"28977",1980-05-02,"De Bilt",15,12.6,0,1
"28978",1980-05-03,"De Bilt",13,11.9,0,3
"28979",1980-05-04,"De Bilt",13.7,11.7,0,2
"28980",1980-05-05,"De Bilt",12.3,12.8,0,2
"28981",1980-05-06,"De Bilt",16.9,5.9,6,5
"28982",1980-05-07,"De Bilt",13.2,1.7,-1,7
"28983",1980-05-08,"De Bilt",10,0.4,-1,7
"28984",1980-05-09,"De Bilt",12.9,10.6,0,3
"28985",1980-05-10,"De Bilt",18.2,14.5,0,1
"28986",1980-05-11,"De Bilt",21,14.5,0,1
"28987",1980-05-12,"De Bilt",23.2,14.5,0,0
"28988",1980-05-13,"De Bilt",21.2,14.6,0,1
"28989",1980-05-14,"De Bilt",20.1,14.6,0,1
"28990",1980-05-15,"De Bilt",18.7,14.6,0,2
"28991",1980-05-16,"De Bilt",18.7,9.9,0,6
"28992",1980-05-17,"De Bilt",19.7,9.5,0,6
"28993",1980-05-18,"De Bilt",23.2,10.3,-1,4
"28994",1980-05-19,"De Bilt",23.5,14.2,0,1
"28995",1980-05-20,"De Bilt",24,6.9,-1,4
"28996",1980-05-21,"De Bilt",21.2,11.1,0,3
"28997",1980-05-22,"De Bilt",14.5,13.8,0,3
"28998",1980-05-23,"De Bilt",13.5,5.6,-1,5
"28999",1980-05-24,"De Bilt",13.3,0.5,3,8
"29000",1980-05-25,"De Bilt",14.8,1.8,3,7
"29001",1980-05-26,"De Bilt",19.3,6.8,0,5
"29002",1980-05-27,"De Bilt",20.1,4.2,0,7
"29003",1980-05-28,"De Bilt",19.9,2.5,15,7
"29004",1980-05-29,"De Bilt",16.5,0.9,17,7
"29005",1980-05-30,"De Bilt",15.2,12,-1,4
"29006",1980-05-31,"De Bilt",17.3,4.2,84,7
"29007",1980-06-01,"De Bilt",18.4,7.9,12,5
"29008",1980-06-02,"De Bilt",19.9,14,0,3
"29009",1980-06-03,"De Bilt",18.3,0,16,6
"29010",1980-06-04,"De Bilt",22.7,6.5,0,5
"29011",1980-06-05,"De Bilt",26.8,14.7,0,1
"29012",1980-06-06,"De Bilt",27,12.3,0,2
"29013",1980-06-07,"De Bilt",20.1,6,10,5
"29014",1980-06-08,"De Bilt",20.2,6.8,0,4
"29015",1980-06-09,"De Bilt",24.1,5.1,0,5
"29016",1980-06-10,"De Bilt",20.3,0,3,8
"29017",1980-06-11,"De Bilt",22.6,5.4,10,6
"29018",1980-06-12,"De Bilt",23.5,11.3,0,3
"29019",1980-06-13,"De Bilt",27.7,8.5,-1,5
"29020",1980-06-14,"De Bilt",29.1,3.4,8,6
"29021",1980-06-15,"De Bilt",22.1,6.3,47,5
"29022",1980-06-16,"De Bilt",19.8,1.6,28,6
"29023",1980-06-17,"De Bilt",18.3,2.2,82,6
"29024",1980-06-18,"De Bilt",18.6,4.1,4,5
"29025",1980-06-19,"De Bilt",16.8,0.2,32,7
"29026",1980-06-20,"De Bilt",15.1,3.4,136,7
"29027",1980-06-21,"De Bilt",17.4,4.3,29,6
"29028",1980-06-22,"De Bilt",17.3,3.8,213,6
"29029",1980-06-23,"De Bilt",15.5,4.9,38,6
"29030",1980-06-24,"De Bilt",16.2,2.7,41,7
"29031",1980-06-25,"De Bilt",17.7,9.7,31,5
"29032",1980-06-26,"De Bilt",18.3,4.1,70,6
"29033",1980-06-27,"De Bilt",16.5,6.5,11,5
"29034",1980-06-28,"De Bilt",13.2,0,58,8
"29035",1980-06-29,"De Bilt",16.1,5.5,33,7
"29036",1980-06-30,"De Bilt",18.1,5.6,12,7
"29037",1980-07-01,"De Bilt",16.6,2.5,145,7
"29038",1980-07-02,"De Bilt",18.9,2.9,50,7
"29039",1980-07-03,"De Bilt",17.4,0.4,-1,7
"29040",1980-07-04,"De Bilt",16.8,0,7,7
"29041",1980-07-05,"De Bilt",18.2,3.9,6,7
"29042",1980-07-06,"De Bilt",20.8,5.5,106,6
"29043",1980-07-07,"De Bilt",18.2,0.8,210,7
"29044",1980-07-08,"De Bilt",17,0,38,8
"29045",1980-07-09,"De Bilt",17.1,0.2,146,8
"29046",1980-07-10,"De Bilt",17.7,0.1,106,8
"29047",1980-07-11,"De Bilt",16,1.3,2,8
"29048",1980-07-12,"De Bilt",16.9,4.2,62,7
"29049",1980-07-13,"De Bilt",17.5,4.8,136,7
"29050",1980-07-14,"De Bilt",18.4,0.5,178,8
"29051",1980-07-15,"De Bilt",18.1,6.7,0,6
"29052",1980-07-16,"De Bilt",15.3,1.1,8,6
"29053",1980-07-17,"De Bilt",17.3,1.8,1,6
"29054",1980-07-18,"De Bilt",18.9,0.2,37,7
"29055",1980-07-19,"De Bilt",16.9,0,100,8
"29056",1980-07-20,"De Bilt",16.6,0,85,8
"29057",1980-07-21,"De Bilt",15.1,0.5,28,6
"29058",1980-07-22,"De Bilt",20.3,11.5,0,1
"29059",1980-07-23,"De Bilt",23.5,13,0,2
"29060",1980-07-24,"De Bilt",24.3,10.6,0,3
"29061",1980-07-25,"De Bilt",26.8,12.4,0,0
"29062",1980-07-26,"De Bilt",29.2,12.4,2,2
"29063",1980-07-27,"De Bilt",24.5,4.8,0,4
"29064",1980-07-28,"De Bilt",24.3,7.5,0,3
"29065",1980-07-29,"De Bilt",26.9,10.9,0,1
"29066",1980-07-30,"De Bilt",20.3,-0.1,14,6
"29067",1980-07-31,"De Bilt",24.2,10.5,0,3
"29068",1980-08-01,"De Bilt",25.3,5.3,2,6
"29069",1980-08-02,"De Bilt",27.7,11.3,0,4
"29070",1980-08-03,"De Bilt",29.3,6.6,-1,4
"29071",1980-08-04,"De Bilt",23.5,4.6,10,6
"29072",1980-08-05,"De Bilt",21.2,5.4,13,7
"29073",1980-08-06,"De Bilt",21.7,5.1,0,6
"29074",1980-08-07,"De Bilt",22.7,1.4,-1,6
"29075",1980-08-08,"De Bilt",21.9,3.9,2,5
"29076",1980-08-09,"De Bilt",19.8,3.6,-1,6
"29077",1980-08-10,"De Bilt",21.5,5.1,0,5
"29078",1980-08-11,"De Bilt",24,1.2,56,6
"29079",1980-08-12,"De Bilt",17.7,3.3,96,7
"29080",1980-08-13,"De Bilt",19.6,2,1,7
"29081",1980-08-14,"De Bilt",21.7,1,55,6
"29082",1980-08-15,"De Bilt",25.9,9.9,127,3
"29083",1980-08-16,"De Bilt",22.3,0.1,-1,8
"29084",1980-08-17,"De Bilt",24.2,7.7,0,5
"29085",1980-08-18,"De Bilt",22.2,0.9,-1,7
"29086",1980-08-19,"De Bilt",20.4,6.4,-1,6
"29087",1980-08-20,"De Bilt",21.5,4.5,-1,7
"29088",1980-08-21,"De Bilt",19.5,7.7,35,6
"29089",1980-08-22,"De Bilt",16.7,4.6,32,6
"29090",1980-08-23,"De Bilt",15.7,2.5,16,7
"29091",1980-08-24,"De Bilt",15.7,0.8,18,6
"29092",1980-08-25,"De Bilt",19.3,10.6,0,3
"29093",1980-08-26,"De Bilt",22.3,12.2,0,3
"29094",1980-08-27,"De Bilt",24.8,11.2,0,1
"29095",1980-08-28,"De Bilt",19.5,-0.1,-1,6
"29096",1980-08-29,"De Bilt",21.1,0.8,33,8
"29097",1980-08-30,"De Bilt",18.6,2.5,119,7
"29098",1980-08-31,"De Bilt",17.4,3.1,26,5
"29099",1980-09-01,"De Bilt",20.1,9.7,0,2
"29100",1980-09-02,"De Bilt",20.5,10.5,-1,3
"29101",1980-09-03,"De Bilt",22.5,12.2,0,1
"29102",1980-09-04,"De Bilt",18.8,1.3,-1,4
"29103",1980-09-05,"De Bilt",19.3,0.7,41,7
"29104",1980-09-06,"De Bilt",20.3,9.8,2,4
"29105",1980-09-07,"De Bilt",22.5,11.6,-1,0
"29106",1980-09-08,"De Bilt",22.4,9.5,20,4
"29107",1980-09-09,"De Bilt",17.6,7.8,4,6
"29108",1980-09-10,"De Bilt",16.8,0,27,7
"29109",1980-09-11,"De Bilt",18.8,7.2,95,6
"29110",1980-09-12,"De Bilt",19.3,2.8,13,6
"29111",1980-09-13,"De Bilt",17.3,6.9,56,5
"29112",1980-09-14,"De Bilt",17.9,1.1,107,7
"29113",1980-09-15,"De Bilt",18.5,1.7,-1,6
"29114",1980-09-16,"De Bilt",20.4,4.2,-1,6
"29115",1980-09-17,"De Bilt",19.1,5.3,16,6
"29116",1980-09-18,"De Bilt",20,7.3,0,6
"29117",1980-09-19,"De Bilt",22.8,5.1,-1,4
"29118",1980-09-20,"De Bilt",25,9.8,0,1
"29119",1980-09-21,"De Bilt",21.4,2.4,0,6
"29120",1980-09-22,"De Bilt",20.8,0.8,4,5
"29121",1980-09-23,"De Bilt",20.9,5.2,1,3
"29122",1980-09-24,"De Bilt",17.1,0,11,7
"29123",1980-09-25,"De Bilt",16.4,1.5,1,4
"29124",1980-09-26,"De Bilt",17.9,8.7,-1,3
"29125",1980-09-27,"De Bilt",17.6,3.6,2,5
"29126",1980-09-28,"De Bilt",23.1,5.2,0,5
"29127",1980-09-29,"De Bilt",19.1,1.9,4,7
"29128",1980-09-30,"De Bilt",18.1,8,4,5
"29129",1980-10-01,"De Bilt",17.4,4.2,19,5
"29130",1980-10-02,"De Bilt",16.3,2.3,0,4
"29131",1980-10-03,"De Bilt",16,7.8,0,2
"29132",1980-10-04,"De Bilt",14.9,2.2,6,4
"29133",1980-10-05,"De Bilt",15.9,2.8,1,6
"29134",1980-10-06,"De Bilt",15.2,0.1,74,8
"29135",1980-10-07,"De Bilt",14.8,4.7,196,6
"29136",1980-10-08,"De Bilt",13.7,3,54,6
"29137",1980-10-09,"De Bilt",13,2.7,25,5
"29138",1980-10-10,"De Bilt",12.6,6.5,-1,5
"29139",1980-10-11,"De Bilt",10.3,0,-1,8
"29140",1980-10-12,"De Bilt",12.5,7.8,0,4
"29141",1980-10-13,"De Bilt",14.2,8.4,0,2
"29142",1980-10-14,"De Bilt",13.3,4.4,0,5
"29143",1980-10-15,"De Bilt",12.7,2.5,0,4
"29144",1980-10-16,"De Bilt",14.1,0,19,8
"29145",1980-10-17,"De Bilt",13,0,12,8
"29146",1980-10-18,"De Bilt",12.2,3.7,27,5
"29147",1980-10-19,"De Bilt",10.5,2.5,98,5
"29148",1980-10-20,"De Bilt",11.6,1.1,2,6
"29149",1980-10-21,"De Bilt",13,1.5,0,6
"29150",1980-10-22,"De Bilt",14.3,-0.1,8,8
"29151",1980-10-23,"De Bilt",13.9,2.7,35,7
"29152",1980-10-24,"De Bilt",13.3,4.5,22,6
"29153",1980-10-25,"De Bilt",12.1,3.6,52,6
"29154",1980-10-26,"De Bilt",11.1,0.3,26,8
"29155",1980-10-27,"De Bilt",17.7,0.8,16,6
"29156",1980-10-28,"De Bilt",18.1,1.1,108,6
"29157",1980-10-29,"De Bilt",12.9,0.3,45,5
"29158",1980-10-30,"De Bilt",12.3,6.7,4,3
"29159",1980-10-31,"De Bilt",9.5,6,0,3
"29160",1980-11-01,"De Bilt",5.8,7.5,0,2
"29161",1980-11-02,"De Bilt",1.5,8.7,0,0
"29162",1980-11-03,"De Bilt",-0.9,7.7,0,2
"29163",1980-11-04,"De Bilt",0.7,0.2,1,4
"29164",1980-11-05,"De Bilt",1.4,5.6,0,3
"29165",1980-11-06,"De Bilt",0.7,0,10,7
"29166",1980-11-07,"De Bilt",0.6,0,88,8
"29167",1980-11-08,"De Bilt",2.2,5.8,0,6
"29168",1980-11-09,"De Bilt",7.6,6.1,-1,4
"29169",1980-11-10,"De Bilt",6.7,-0.1,-1,7
"29170",1980-11-11,"De Bilt",5.8,0.2,72,7
"29171",1980-11-12,"De Bilt",8.6,4.6,32,4
"29172",1980-11-13,"De Bilt",7.8,0.5,12,6
"29173",1980-11-14,"De Bilt",8.2,0,65,8
"29174",1980-11-15,"De Bilt",14.4,0,155,8
"29175",1980-11-16,"De Bilt",13.7,-0.1,13,6
"29176",1980-11-17,"De Bilt",14.9,0.1,21,7
"29177",1980-11-18,"De Bilt",12.2,1.8,12,6
"29178",1980-11-19,"De Bilt",10.8,0.1,36,6
"29179",1980-11-20,"De Bilt",12.6,3.4,0,5
"29180",1980-11-21,"De Bilt",12.6,-0.1,0,7
"29181",1980-11-22,"De Bilt",13.2,0,73,8
"29182",1980-11-23,"De Bilt",14.4,0,2,8
"29183",1980-11-24,"De Bilt",14.4,0,4,8
"29184",1980-11-25,"De Bilt",12.2,0.2,2,7
"29185",1980-11-26,"De Bilt",7.2,2.1,9,4
"29186",1980-11-27,"De Bilt",4.9,0,53,5
"29187",1980-11-28,"De Bilt",5.6,1.7,161,7
"29188",1980-11-29,"De Bilt",3.9,2.6,6,5
"29189",1980-11-30,"De Bilt",0.4,6.8,0,3
"29190",1980-12-01,"De Bilt",2.1,5.7,0,4
"29191",1980-12-02,"De Bilt",3.5,0,38,7
"29192",1980-12-03,"De Bilt",4.3,5.5,6,4
"29193",1980-12-04,"De Bilt",4.1,1.5,57,6
"29194",1980-12-05,"De Bilt",7.3,0,91,8
"29195",1980-12-06,"De Bilt",3.7,3.4,26,5
"29196",1980-12-07,"De Bilt",-0.3,4.5,57,4
"29197",1980-12-08,"De Bilt",2.8,5.2,-1,3
"29198",1980-12-09,"De Bilt",0.8,0.9,0,6
"29199",1980-12-10,"De Bilt",5.6,0,-1,8
"29200",1980-12-11,"De Bilt",8.5,0,33,8
"29201",1980-12-12,"De Bilt",7.5,0,-1,8
"29202",1980-12-13,"De Bilt",10.8,0,20,7
"29203",1980-12-14,"De Bilt",12.1,0,36,6
"29204",1980-12-15,"De Bilt",8.7,5,60,4
"29205",1980-12-16,"De Bilt",7.8,6.6,26,4
"29206",1980-12-17,"De Bilt",5,0.1,135,7
"29207",1980-12-18,"De Bilt",6,2,90,6
"29208",1980-12-19,"De Bilt",2.3,0,6,7
"29209",1980-12-20,"De Bilt",2.8,0,75,8
"29210",1980-12-21,"De Bilt",4.3,0,44,7
"29211",1980-12-22,"De Bilt",8,0,3,7
"29212",1980-12-23,"De Bilt",11.3,0.2,25,7
"29213",1980-12-24,"De Bilt",11.5,0,-1,8
"29214",1980-12-25,"De Bilt",9.9,2.7,23,5
"29215",1980-12-26,"De Bilt",6.3,3.6,11,5
"29216",1980-12-27,"De Bilt",5.3,6.9,12,2
"29217",1980-12-28,"De Bilt",4.1,0,6,6
"29218",1980-12-29,"De Bilt",8.1,0,1,8
"29219",1980-12-30,"De Bilt",8.4,0,-1,8
"29220",1980-12-31,"De Bilt",9.1,0,-1,7
"29221",1981-01-01,"De Bilt",8,2,57,5
"29222",1981-01-02,"De Bilt",8.4,0,201,8
"29223",1981-01-03,"De Bilt",10.4,2.4,75,7
"29224",1981-01-04,"De Bilt",6.3,1.8,37,5
"29225",1981-01-05,"De Bilt",4.5,3.7,6,5
"29226",1981-01-06,"De Bilt",2.3,2.6,49,5
"29227",1981-01-07,"De Bilt",2.9,5.6,-1,3
"29228",1981-01-08,"De Bilt",2.7,0,7,7
"29229",1981-01-09,"De Bilt",7,0,110,8
"29230",1981-01-10,"De Bilt",4.9,3.4,15,4
"29231",1981-01-11,"De Bilt",3.6,5.5,0,3
"29232",1981-01-12,"De Bilt",1.3,0,100,6
"29233",1981-01-13,"De Bilt",2.5,5.1,13,3
"29234",1981-01-14,"De Bilt",7.5,0,201,8
"29235",1981-01-15,"De Bilt",4.3,1.2,78,6
"29236",1981-01-16,"De Bilt",3.7,0.9,51,6
"29237",1981-01-17,"De Bilt",5.7,1,11,7
"29238",1981-01-18,"De Bilt",3,3,-1,7
"29239",1981-01-19,"De Bilt",6.3,0.1,54,6
"29240",1981-01-20,"De Bilt",2.8,1.9,12,5
"29241",1981-01-21,"De Bilt",1.6,0,1,8
"29242",1981-01-22,"De Bilt",3.8,0,8,8
"29243",1981-01-23,"De Bilt",6,0,1,8
"29244",1981-01-24,"De Bilt",6.5,0,18,7
"29245",1981-01-25,"De Bilt",6.5,0.5,0,5
"29246",1981-01-26,"De Bilt",7,5.4,25,5
"29247",1981-01-27,"De Bilt",7.4,0,11,8
"29248",1981-01-28,"De Bilt",6.1,0,-1,8
"29249",1981-01-29,"De Bilt",5.3,0,-1,8
"29250",1981-01-30,"De Bilt",4.8,0,-1,7
"29251",1981-01-31,"De Bilt",8.3,3.8,1,4
"29252",1981-02-01,"De Bilt",5.6,0,-1,5
"29253",1981-02-02,"De Bilt",8,5.2,-1,5
"29254",1981-02-03,"De Bilt",9.3,2.7,159,7
"29255",1981-02-04,"De Bilt",5.4,0,17,5
"29256",1981-02-05,"De Bilt",4.4,0.1,16,5
"29257",1981-02-06,"De Bilt",9.4,0,16,8
"29258",1981-02-07,"De Bilt",10.7,0,-1,8
"29259",1981-02-08,"De Bilt",9.6,0,6,8
"29260",1981-02-09,"De Bilt",8.3,0,-1,8
"29261",1981-02-10,"De Bilt",5.6,0,56,6
"29262",1981-02-11,"De Bilt",4.2,5.9,6,3
"29263",1981-02-12,"De Bilt",3.1,1.5,1,6
"29264",1981-02-13,"De Bilt",2.2,8.6,0,0
"29265",1981-02-14,"De Bilt",2.3,5.3,0,2
"29266",1981-02-15,"De Bilt",3.6,6.7,0,3
"29267",1981-02-16,"De Bilt",3.3,5.2,0,4
"29268",1981-02-17,"De Bilt",3.5,0,-1,8
"29269",1981-02-18,"De Bilt",2,-0.1,-1,6
"29270",1981-02-19,"De Bilt",0.8,-0.1,-1,7
"29271",1981-02-20,"De Bilt",-0.2,1.3,12,5
"29272",1981-02-21,"De Bilt",-0.3,6.4,0,1
"29273",1981-02-22,"De Bilt",1.4,6.6,0,0
"29274",1981-02-23,"De Bilt",1.5,6.7,0,1
"29275",1981-02-24,"De Bilt",0.1,0,8,7
"29276",1981-02-25,"De Bilt",3,4.8,3,5
"29277",1981-02-26,"De Bilt",3.9,5,-1,4
"29278",1981-02-27,"De Bilt",7.4,6.9,0,3
"29279",1981-02-28,"De Bilt",3.6,0,86,7
"29280",1981-03-01,"De Bilt",8.6,4.8,1,5
"29281",1981-03-02,"De Bilt",8.5,0.1,5,7
"29282",1981-03-03,"De Bilt",5.4,0,16,8
"29283",1981-03-04,"De Bilt",1.9,0.5,-1,8
"29284",1981-03-05,"De Bilt",5.4,1.3,9,8
"29285",1981-03-06,"De Bilt",8.3,0,8,8
"29286",1981-03-07,"De Bilt",13.3,0,49,8
"29287",1981-03-08,"De Bilt",14,0,53,7
"29288",1981-03-09,"De Bilt",10.9,0,261,8
"29289",1981-03-10,"De Bilt",14.7,0,151,8
"29290",1981-03-11,"De Bilt",14.3,0,263,8
"29291",1981-03-12,"De Bilt",11.2,0,79,8
"29292",1981-03-13,"De Bilt",11.8,0.6,89,7
"29293",1981-03-14,"De Bilt",8.7,0,87,8
"29294",1981-03-15,"De Bilt",7.5,0,33,8
"29295",1981-03-16,"De Bilt",8,2.1,34,6
"29296",1981-03-17,"De Bilt",6.4,4.8,3,5
"29297",1981-03-18,"De Bilt",6.7,0.3,8,6
"29298",1981-03-19,"De Bilt",9.5,0.1,-1,7
"29299",1981-03-20,"De Bilt",12.1,7.1,0,5
"29300",1981-03-21,"De Bilt",15.7,4.1,2,5
"29301",1981-03-22,"De Bilt",14.2,0.4,19,6
"29302",1981-03-23,"De Bilt",12.4,0,60,8
"29303",1981-03-24,"De Bilt",12.8,1.6,25,8
"29304",1981-03-25,"De Bilt",16.6,0.3,59,8
"29305",1981-03-26,"De Bilt",15.1,2.2,15,5
"29306",1981-03-27,"De Bilt",15.5,9.4,0,4
"29307",1981-03-28,"De Bilt",16.1,0.8,0,7
"29308",1981-03-29,"De Bilt",17.6,4.7,7,6
"29309",1981-03-30,"De Bilt",15.1,0,7,7
"29310",1981-03-31,"De Bilt",14,0.7,1,7
"29311",1981-04-01,"De Bilt",11.2,0,-1,8
"29312",1981-04-02,"De Bilt",9.8,0,1,8
"29313",1981-04-03,"De Bilt",10.5,0,-1,8
"29314",1981-04-04,"De Bilt",7.5,0,1,8
"29315",1981-04-05,"De Bilt",9.5,1.7,-1,6
"29316",1981-04-06,"De Bilt",11.3,4.3,0,4
"29317",1981-04-07,"De Bilt",14.9,4.2,-1,5
"29318",1981-04-08,"De Bilt",15.8,3.1,0,5
"29319",1981-04-09,"De Bilt",19.1,8.2,0,1
"29320",1981-04-10,"De Bilt",20.6,11,0,0
"29321",1981-04-11,"De Bilt",20.9,8.5,0,4
"29322",1981-04-12,"De Bilt",16.1,1.2,3,6
"29323",1981-04-13,"De Bilt",14.8,2.9,0,6
"29324",1981-04-14,"De Bilt",18.3,11.7,0,4
"29325",1981-04-15,"De Bilt",17.2,12.5,0,3
"29326",1981-04-16,"De Bilt",16.9,10.6,0,3
"29327",1981-04-17,"De Bilt",10.4,10.7,0,1
"29328",1981-04-18,"De Bilt",10.4,6.9,-1,4
